id,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
640870,48,50,17,1,14102,0.766,36,0,4776.84,4776.84,3898.2,800.87,14.98187872,62.79,0.95,01-06-2013,162.19,01-03-2015
640899,0,0,7,0,0,0,21,0,17567.83659,14795.48,16000,1567.84,0,0,0,01-01-2014,495.68,01-01-2014
640904,14,0,9,0,14723,0.526,22,0,11125.48317,11125.48,9700,1425.48,0,0,0,01-04-2012,6486.37,01-11-2015
640914,0,0,5,0,11670,0.773,13,0,8957.655507,8957.66,8400,557.66,0,0,0,01-07-2011,1948.82,01-07-2011
640927,12,0,17,0,6950,0.142,24,0,6724.295105,6724.3,6000,724.3,0,0,0,01-02-2013,1351.7,01-02-2013
640948,0,0,9,0,44500,0.397,37,0,16293.59711,13511.82,15000,1293.6,0,0,0,01-11-2012,84.14,01-10-2015
640953,11,0,11,0,21316,0.666,45,0,1480.08,641.68,534.5,555.1,0,390.48,3.86,01-06-2011,218.05,01-08-2011
640967,0,0,9,0,36145,0.682,18,0,11542.12481,10965.02,10000,1542.12,0,0,0,01-06-2013,2528.34,01-04-2016
640973,0,0,5,0,9204,0.626,5,0,2404.73,2300.11,1370.36,1034.37,0,0,0,01-09-2011,300.42,01-05-2016
640983,0,0,15,0,15479,0.174,25,0,17664.71443,16652.69,16000,1664.71,0,0,0,01-01-2014,517.52,01-01-2016
640986,0,0,6,0,9195,0.26,6,0,7487.112124,6911.18,6500,987.11,0,0,0,01-12-2013,125.83,01-05-2016
641001,73,97,9,1,6055,0.322,33,0,20949.41,20901.95,17893.49,3055.92,0,0,0,01-08-2013,39.41,01-05-2016
641009,24,0,10,0,10116,0.778,14,0,10884.67447,10884.67,9400,1484.67,0,0,0,01-11-2012,3060.92,01-11-2012
641013,0,0,7,0,20296,0.331,13,0,26900.46475,22183.82,24500,2400.46,0,0,0,01-01-2014,751.97,01-01-2014
641015,7,0,12,0,80129,0.357,24,0,22605.25261,22605.25,20000,2605.25,0,0,0,01-03-2013,6740.98,01-03-2016
641021,45,0,14,0,7019,0.474,38,0,6603.16139,6603.16,6000,588.16,15.00000001,0,0,01-01-2014,186.47,01-05-2016
641027,0,0,11,0,11757,0.401,16,0,13645.67,13611.56,10000,3645.67,0,0,0,01-01-2016,227.3,01-01-2016
641031,2,0,6,0,1988,0.497,21,0,19146.27911,11152.03,15000,4127.62,18.66000002,0,0,01-12-2013,1792.24,01-04-2016
641034,0,0,5,0,481,0.014,13,0,1188.2,989.95,1018.95,169.25,0,0,0,01-02-2012,91.5,01-01-2012
641050,0,0,10,0,9780,0.45,14,0,1828.579979,1828.58,1600,228.58,0,0,0,01-01-2014,53.78,01-04-2016
641052,0,0,10,0,1218,0.047,42,0,6463.715303,6463.72,6000,463.72,0,0,0,01-09-2012,2992.1,01-10-2012
641071,0,0,6,0,31528,0.958,14,0,17154.33907,16558.7,14400.02,2754.31,0,0,0,01-01-2013,5970.18,01-02-2013
641072,0,0,8,0,8531,0.688,13,0,4668.653465,4668.65,4200,468.65,0,0,0,01-12-2011,2626.14,01-12-2014
641103,31,0,4,0,1888,0.524,16,0,11348.77,11348.77,8000,3348.77,0,0,0,01-03-2015,2004.11,01-04-2016
641107,0,0,13,0,10545,0.538,24,0,4340.975013,3798.35,4000,340.98,0,0,0,01-03-2012,10.88,01-07-2015
641147,0,0,5,0,6447,0.827,8,0,373.45,373.45,62.66,65.89,0,244.9,2.28,01-02-2011,129.3,01-07-2011
641153,0,0,20,0,17347,0.254,37,0,2522.89,2522.89,832.29,630.21,0,1060.39,177.7608,01-02-2012,112.77,01-04-2012
641159,21,0,12,0,1698,0.051,12,0,24641.87397,24611.07,20000,4641.87,0,0,0,01-01-2014,732.8,01-08-2015
641190,0,0,4,0,3541,0.984,9,0,13916.44413,13883.31,10500,3416.44,0,0,0,01-05-2013,6928.32,01-05-2016
641207,22,0,9,0,18739,0.797,32,0,30800.10906,30769.31,25000,5800.11,0,0,0,01-01-2014,896.13,01-01-2014
641208,0,0,6,0,24831,0.368,28,0,22061.39249,21482.28,20000,2061.39,0,0,0,01-10-2013,2463.07,01-12-2015
641209,0,0,13,0,16832,0.726,20,0,24667.90944,24667.91,17600,7067.91,0,0,0,01-09-2014,437.1,01-05-2016
641211,0,0,14,0,51656,0.042,34,0,25954.01695,25434.95,25000,954.02,0,0,0,01-06-2011,22747.33,01-08-2015
641218,0,0,21,0,81875,0.361,39,0,26351.23752,23862.56,24000,2351.24,0,0,0,01-01-2014,733.9,01-05-2016
641239,0,0,6,0,7319,0.804,10,0,8317.617136,7740,7200,1117.62,0,0,0,01-01-2014,238.93,01-01-2014
641244,63,0,10,0,9074,0.986,34,0,4475.79939,4475.8,3000,1475.8,0,0,0,01-09-2014,1166.12,01-05-2016
641270,27,0,3,0,1991,0.569,10,0,4586.512978,4586.51,4000,586.51,0,0,0,01-09-2013,644.38,01-05-2016
641272,0,0,6,0,14980,0.437,18,0,5270.748032,5270.75,4800,470.75,0,0,0,01-01-2014,152.63,01-01-2015
641299,0,0,6,0,9507,0.8,11,0,7770.846963,7215.79,7000,770.85,0,0,0,01-02-2014,222.34,01-01-2014
641304,0,0,7,0,7957,0.97,24,0,3638.45,3629.41,1040.89,1138.19,0,1459.37,432.2018,01-10-2011,242.92,01-05-2016
641341,74,108,9,1,466,0.027,35,0,10580.00058,10580,10000,580,0,0,0,01-10-2011,7565.7,01-10-2011
641349,26,0,4,0,5744,0.692,11,0,7768.388201,7736.02,6000,1768.39,0,0,0,01-06-2013,3793.77,01-08-2015
641351,0,0,11,0,4144,0.377,18,0,5575.462043,4994.68,4800,775.46,0,0,0,01-01-2014,170.85,01-01-2014
641361,0,99,11,1,4363,0.779,31,0,6490.575268,6490.58,6000,490.58,0,0,0,01-09-2011,5072.79,01-09-2015
641382,0,0,8,0,2384,0.145,13,0,11040.61483,10488.59,10000,1040.61,0,0,0,01-01-2014,340.6,01-01-2014
641384,0,0,6,0,28844,0.755,14,0,22856.02901,21594.21,20000,2856.03,0,0,0,01-01-2014,646.54,01-08-2014
641393,13,0,12,0,9277,0.53,23,0,9562.835441,9562.84,8000,1547.84,15,0,0,01-03-2013,2815.61,01-12-2014
641397,0,0,9,0,9991,0.151,18,0,5458.16,5458.16,4773.46,673.88,0,10.82,0,01-07-2012,303.27,01-05-2016
641413,0,0,12,0,17150,0.465,23,0,1656.081779,1104.05,1500,156.08,0,0,0,01-01-2014,50.82,01-05-2016
641427,25,41,12,1,14008,0.574,33,0,29008.56633,28971.85,19750,9234,24.57000013,0,0,01-01-2015,6427.58,01-01-2015
641435,0,0,10,0,3808,0.094,13,0,5551.973123,5505.73,5000,551.97,0,0,0,01-01-2014,159.9,01-06-2014
641437,0,106,13,1,7394,0.762,46,0,14679.98,14679.98,10000,4679.98,0,0,0,01-04-2015,2351.56,01-01-2016
641473,69,0,8,0,3903,0.124,16,0,7309.706431,7309.71,6400,909.71,0,0,0,01-11-2013,616.04,01-11-2013
641493,0,0,11,0,14799,0.425,31,0,4367.146191,4367.15,4000,367.15,0,0,0,01-01-2014,142.33,01-05-2016
641507,40,0,18,0,16321,0.713,26,0,8130.551863,8130.55,7000,1130.55,0,0,0,01-01-2014,241.32,01-01-2014
641509,42,0,9,0,26224,0.686,32,0,26722.39252,26722.39,25000,1722.39,0,0,0,01-07-2011,16344.81,01-07-2011
641523,24,0,11,0,5524,0.46,17,0,6799.331476,6799.33,5600,1199.33,0,0,0,01-02-2014,201.69,01-05-2016
641529,0,0,4,0,14825,0.927,25,0,29451.65125,29313.55,22399.99,7051.67,0,0,0,01-10-2013,12613.1,01-10-2013
641530,0,0,17,0,99366,0.805,50,0,35686.85885,35651.17,25000,10686.86,0,0,0,01-09-2014,9380.32,01-05-2016
641545,39,0,6,0,6167,0.361,15,0,8588.729491,8561.89,8000,588.73,0,0,0,01-06-2012,4678.23,01-12-2013
641557,36,0,11,0,11345,0.17,30,0,6515.367404,6488.22,6000,515.37,0,0,0,01-01-2014,201.3,01-05-2016
641569,0,0,12,0,13572,0.573,23,0,12696.30796,10405.43,11500,1196.31,0,0,0,01-01-2014,360.31,01-08-2015
641574,0,0,5,0,12111,0.802,37,0,13779.90737,13228.71,12500,1279.91,0,0,0,01-09-2013,1912.33,01-05-2016
641579,0,0,13,0,1011,0.241,28,0,6146.022673,6146.02,5500,646.02,0,0,0,01-04-2012,4502.6,01-05-2016
641583,0,0,4,0,2525,0.074,24,0,5507.912658,4957.12,5000,507.91,0,0,0,01-08-2013,915.55,01-08-2013
641631,0,0,6,0,20108,0.521,23,0,12984.38137,12984.38,12000,984.38,0,0,0,01-06-2013,2876.19,01-11-2015
641633,5,0,12,0,4432,0.583,36,0,9589.201687,9589.2,8000,1589.2,0,0,0,01-05-2012,6652.76,01-08-2015
641676,0,0,7,0,2054,0.203,11,0,7642.509523,7642.51,7000,642.51,0,0,0,01-01-2014,247.72,01-08-2014
641682,0,0,3,0,0,0,5,0,26128.9699,26128.97,20000,6128.97,0,0,0,01-01-2014,10118.7,01-01-2014
641687,12,0,14,0,3443,0.153,20,0,6475.98,6475.98,5608.45,850.19,0,17.34,0,01-11-2013,190.47,01-05-2016
641694,0,0,12,0,8078,0.35,13,0,18135.10818,18135.11,12799.99,5335.12,0,0,0,01-07-2015,2067.55,01-07-2015
641696,0,0,17,0,45790,0.693,31,0,11181.89265,10284.77,9350,1831.89,0,0,0,01-08-2013,5284.56,01-04-2015
641703,4,0,2,0,0,0,3,0,3197.342651,3197.34,2500,697.34,0,0,0,01-01-2014,99.82,01-02-2014
641704,0,0,5,0,4899,0.68,14,0,5885.848054,5314.41,5150,735.85,0,0,0,01-01-2014,175.54,01-01-2014
641733,0,0,16,0,45705,0.735,36,0,9289.743249,9289.74,8000,1289.74,0,0,0,01-09-2012,4212.73,01-05-2016
641741,0,0,14,0,9764,0.269,28,0,20301.52805,18917.19,19000,1301.53,0,0,0,01-05-2012,9103.62,01-05-2012
641743,0,0,10,0,595,0.019,14,0,10910.00831,10910.01,10000,910.01,0,0,0,01-10-2013,1248.59,01-05-2016
641749,0,85,6,1,8008,0.626,37,0,12707.45278,12678.57,11000,1707.45,0,0,0,01-01-2014,364.05,01-01-2014
641763,40,112,7,1,12005,0.811,17,0,13878.93162,13852.24,13000,878.93,0,0,0,01-10-2011,10527.51,01-04-2016
641768,0,0,8,0,31579,0.985,9,0,5679.85,5670.56,2331.41,3315.87,20.15732852,12.42,0,01-03-2012,828.79,01-04-2016
641793,0,0,4,0,9905,0.573,11,0,8575.766571,7980.23,7200,1375.77,0,0,0,01-04-2013,2318.06,01-05-2016
641800,0,0,16,0,16933,0.317,31,0,16262.06557,15680.69,15000,1262.07,0,0,0,01-03-2013,4214.83,01-03-2013
641807,0,0,13,0,4932,0.185,18,0,4537.830965,3970.6,4000,537.83,0,0,0,01-11-2012,1835.64,01-11-2012
641838,0,0,2,0,6056,0.946,12,0,3368.11,3361.14,1480.1,1888.01,0,0,0,01-03-2012,313.38,01-05-2016
641847,58,0,12,0,20535,0.739,19,0,14636.91,14636.91,10000,4636.91,0,0,0,01-09-2014,154.91,01-09-2014
641855,0,0,16,0,16297,0.25,36,0,21678.11928,21012.87,20000,1678.12,0,0,0,01-08-2012,10580.91,01-09-2014
641876,29,0,5,0,8579,0.49,16,0,29999.86631,29969.87,25000,4999.87,0,0,0,01-03-2013,9668.59,01-05-2015
641888,46,0,8,0,15891,0.913,28,0,34149.77294,33769.27,25000.01,9149.76,0,0,0,01-06-2013,16341.49,01-04-2014
641899,0,0,7,0,15658,0.932,29,0,18256.04,1217.2,18000,256.04,0,0,0,01-02-2011,18256.19,01-02-2011
641903,0,0,4,0,423,0.103,9,0,6624.394608,6072.36,6000,624.39,0,0,0,01-01-2014,203.8,01-01-2014
641920,69,0,10,0,6619,0.351,29,0,7577.27536,7577.28,7000,577.28,0,0,0,01-05-2013,873.11,01-10-2014
641924,41,0,9,0,5176,0.365,17,0,13248.84855,13248.85,12000,1248.85,0,0,0,01-01-2014,395.98,01-01-2014
641938,0,0,4,0,11523,0.795,6,0,5567.37523,5010.64,5000,567.38,0,0,0,01-07-2012,2842.12,01-05-2016
641949,13,0,7,0,1679,0.262,16,0,5714.294309,5708.76,5000,714.29,0,0,0,01-01-2014,168.22,01-02-2015
641969,16,0,13,0,10674,0.317,25,0,14127.35786,14127.36,13000,1127.36,0,0,0,01-03-2012,8771.25,01-03-2012
641972,0,0,4,0,4644,0.258,14,0,6348.67,5631.52,2506.04,492.13,0,3350.5,498.105,01-08-2011,429.35,01-01-2012
641977,0,0,13,0,74154,0.336,18,0,5522.78,4511.66,3290.1,2219.52,0,13.16,0,01-08-2012,290.7,01-05-2016
641983,13,0,8,0,12037,0.57,15,0,18062.76715,18062.77,13475,4587.77,0,0,0,01-12-2013,7387.89,01-12-2013
641989,0,0,7,0,5925,0.498,12,0,6325.174936,6325.17,6200,125.17,0,0,0,01-03-2011,6119.51,01-03-2011
642011,0,0,5,0,16107,0.749,21,0,20194.80002,20161.14,15000,5194.8,0,0,0,01-05-2015,2971.32,01-06-2015
642022,0,0,16,0,15045,0.382,37,0,16442.57156,15855.34,14000,2442.57,0,0,0,01-01-2013,5726.62,01-05-2016
642028,0,0,6,0,5615,0.702,19,0,13204.47279,12626.78,12000,1204.47,0,0,0,01-06-2012,7120.14,01-05-2016
642049,0,0,4,0,10392,0.904,8,0,5990.89,5562.1,4473.13,1328.94,44.91221374,143.91,1.89,01-02-2013,300.53,01-06-2013
642107,35,0,5,0,722,0.094,27,0,7460.489503,7348.58,5000,2460.49,0,0,0,01-12-2015,75.54,01-03-2016
642118,0,0,8,0,46322,0.695,13,0,9947.461165,9394.82,9000,947.46,0,0,0,01-06-2013,2184.18,01-05-2016
642142,18,0,9,0,27895,0.886,37,0,31452.69154,31452.69,25000.01,6452.68,0,0,0,01-01-2014,922.77,01-01-2014
642155,31,87,9,1,9866,0.514,16,0,2142.409525,2142.41,2000,142.41,0,0,0,01-09-2012,34.17,01-04-2016
642161,0,0,7,0,8916,0.59,20,0,10893.10321,10348.45,10000,893.1,0,0,0,01-12-2012,4159.82,01-07-2014
642223,0,0,3,0,8057,0.5,3,0,28541.28933,28511.56,24000,4541.29,0,0,0,01-06-2012,15701.9,01-07-2014
642227,0,0,8,0,18802,0.551,23,0,22080.95354,20608.95,20000,2080.95,0,0,0,01-01-2014,642.03,01-05-2016
642240,22,0,7,0,9773,0.284,30,0,24460.93389,23146.33,23000,1460.93,0,0,0,01-03-2012,15300.22,01-04-2012
642255,54,0,8,0,22243,0.621,31,0,27514.91288,27172.81,23000,4514.91,0,0,0,01-04-2012,19511.62,01-04-2012
642321,21,0,13,0,9047,0.262,39,0,24660.55971,24622.03,16000,8660.56,0,0,0,01-01-2016,410.96,01-01-2016
642328,0,0,5,0,10033,0.511,13,0,1118.28,1118.28,824.39,149.45,0,144.44,1.55,01-09-2011,122,01-02-2012
642349,0,0,9,0,19951,0.554,27,0,6550.705124,6550.71,6000,550.71,0,0,0,01-01-2014,201.76,01-05-2016
642354,0,0,18,0,15986,0.266,63,0,14813.19828,14813.2,13000.01,1813.19,0,0,0,01-09-2012,9634.75,01-05-2016
642369,66,0,7,0,16086,0.731,28,0,23274.77193,22663.81,20000,3274.77,0,0,0,01-08-2012,17.36,01-07-2015
642370,0,0,7,0,7932,0.632,13,0,6894.210487,6894.21,6000,894.21,0,0,0,01-01-2014,204.87,01-01-2014
642388,21,0,6,0,28579,0.962,34,0,8149.770184,8149.77,8000,149.77,0,0,0,01-05-2011,1331.74,01-05-2016
642413,0,0,14,0,10740,0.306,24,0,12341.91,12291.18,6432.7,5235.81,0,673.4,7.03,01-06-2013,26.37,01-09-2013
642420,0,0,13,0,2832,0.944,13,0,3657.402298,3657.4,3000,657.4,0,0,0,01-01-2014,108.82,01-06-2015
642432,27,97,5,1,806,0.806,15,0,2990.654372,2990.65,2400,545.65,45.00000001,0,0,01-02-2014,6.4,01-02-2014
642441,0,0,7,0,117958,0.87,23,0,6182.42013,6182.42,5000,1182.42,0,0,0,01-08-2012,3966.74,01-08-2012
642462,24,0,18,0,14070,0.425,33,0,12127.47473,12127.47,10000,2127.47,0,0,0,01-01-2014,356.24,01-05-2016
642464,0,0,10,0,15851,0.585,21,0,9126.078811,8541.07,7800,1311.08,14.99999998,0,0,01-01-2014,265.13,01-01-2014
642467,0,0,10,0,5434,0.269,14,0,1422.54,1415.44,878.23,499.45,44.86581276,0,0,01-02-2012,106.22,01-05-2016
642483,0,0,5,0,3287,0.996,14,0,5306.33,1284.49,2548.51,1933.04,37.35149901,787.43,7.91,01-07-2011,747.36,01-12-2011
642494,40,0,6,0,11870,0.92,18,0,13591.39664,13561.85,11500,2091.4,0,0,0,01-11-2012,298.41,01-11-2012
642501,0,0,10,0,6263,0.29,18,0,11143.83001,11112.87,9000,2143.83,0,0,0,01-02-2015,72.52,01-02-2015
642502,0,0,6,0,2962,0.348,17,0,6359.5041,6359.5,6000,359.5,0,0,0,01-03-2012,3984.16,01-05-2016
642512,17,0,8,0,6656,0.541,15,0,1747.67985,1721.6,1675,72.68,0,0,0,01-11-2011,943.69,01-05-2015
642513,0,0,12,0,39737,0.569,23,0,4984.757985,4984.76,4375,609.76,0,0,0,01-08-2013,825.4,01-05-2016
642514,20,0,10,0,10755,0.276,30,0,5073.181037,5073.18,4200,873.18,0,0,0,01-01-2013,2925.77,01-05-2016
642562,0,0,8,0,35373,0.611,30,0,8328.561015,7778.82,7575,753.56,0,0,0,01-06-2013,1837.92,01-05-2016
642563,0,0,9,0,59671,0.745,24,0,4416.271556,3864.24,4000,416.27,0,0,0,01-01-2014,134.88,01-05-2016
642564,0,0,7,0,84067,0.37,21,0,6252.55,5801.7,5034.07,1070.99,0,147.49,1.75,01-03-2013,235.52,01-08-2013
642612,0,0,4,0,3794,0.802,12,0,2729.002392,2729,2375,354,0,0,0,01-01-2014,86.49,01-01-2014
642662,0,0,7,0,3281,0.421,12,0,1798.009852,1261.29,1675,123.01,0,0,0,01-06-2012,977.49,01-12-2015
642663,0,0,7,0,20868,0.748,22,0,11557.90854,11523.51,8400,3157.91,0,0,0,01-01-2016,192.14,01-05-2016
642664,0,0,20,0,41954,0.462,38,0,2271.46,2052.52,1894.75,331.76,44.9475,0,0,01-03-2012,159.47,01-05-2016
642665,0,0,8,0,3584,0.166,12,0,5257.317241,5257.32,4125,1132.32,0,0,0,01-01-2016,87.14,01-01-2016
642718,0,0,9,0,18219,0.295,27,0,21941.10458,21913.68,20000,1941.1,0,0,0,01-10-2013,2439.33,01-04-2016
642720,4,0,2,0,71,0.142,12,0,6012.662085,6012.66,5000,1012.66,0,0,0,01-08-2012,16.2,01-08-2012
642751,61,0,2,0,0,0,26,0,2934.794871,2934.79,2500,389.79,45,0,0,01-02-2014,6.53,01-02-2015
642762,0,0,14,0,15754,0.254,33,0,6309.456456,6309.46,5775,534.46,0,0,0,01-05-2013,1562.43,01-05-2013
642763,0,0,9,0,6658,0.252,14,0,1173.694788,1173.69,1075,98.69,0,0,0,01-01-2014,40.04,01-07-2014
642764,0,0,6,0,25020,0.729,18,0,6386.935139,6386.94,5850,536.94,0,0,0,01-01-2014,197.24,01-12-2015
642765,0,0,5,0,2201,0.055,19,0,6264.603949,6264.6,5875,389.6,0,0,0,01-05-2012,3582.99,01-05-2012
642766,0,0,12,0,32638,0.842,36,0,5586.9,5586.9,3392.69,2194.21,0,0,0,01-07-2013,186.33,01-05-2016
642767,0,0,9,0,44935,0.767,38,0,5666.294821,5666.29,4850,816.29,0,0,0,01-01-2013,3300.57,01-04-2013
642768,0,0,12,0,24039,0.407,30,0,5862.717952,5862.72,4600,1262.72,0,0,0,01-01-2016,97.23,01-04-2016
642769,0,0,6,0,24884,0.805,10,0,9080.90129,8528.87,8225,855.9,0,0,0,01-01-2014,271.09,01-04-2016
642770,0,0,10,0,12423,0.372,24,0,7709.958912,7174.55,7200,509.96,0,0,0,01-04-2012,4605.9,01-04-2012
642771,0,0,14,0,8992,0.794,19,0,2984.178815,2431.55,2700,284.18,0,0,0,01-06-2013,654.81,01-05-2016
642772,42,0,10,0,12157,0.407,20,0,6695.159286,6695.16,4975,1720.16,0,0,0,01-12-2013,2668.11,01-01-2016
642773,56,0,16,0,12345,0.183,29,0,12072.32852,12072.33,8875,3197.33,0,0,0,01-12-2013,905.61,01-05-2016
642774,0,0,5,0,12858,0.518,20,0,5056.5936,4521.51,4725,316.59,15.00000001,0,0,01-04-2012,3019.03,01-05-2012
642775,0,0,11,0,0,0,16,0,3327.06108,3300.01,3075,252.06,0,0,0,01-11-2012,1361.1,01-02-2013
642776,23,0,14,0,10745,0.868,31,0,8346.278472,8346.28,5625,2721.28,0,0,0,01-02-2014,2979.58,01-12-2014
642777,0,0,8,0,10859,0.823,12,0,626.2,626.2,346.05,280.15,0,0,0,01-05-2011,157.65,01-04-2016
642778,0,0,7,0,17009,0.678,13,0,9544.623948,9544.62,7425,2119.62,0,0,0,01-01-2016,158.9,01-01-2016
642779,0,0,9,0,16675,0.83,24,0,6612.530158,6612.53,4575,2037.53,0,0,0,01-01-2016,109.55,01-01-2016
642780,0,0,7,0,21160,0.665,29,0,1562.061872,1562.06,1450,112.06,0,0,0,01-09-2012,723.61,01-11-2013
642781,0,0,8,0,137112,0.581,27,0,496.6,369.12,188.61,62.43,0,245.56,44.2008,01-05-2011,62.92,01-10-2011
642782,0,0,12,0,10458,0.375,33,0,4284.072635,3714.68,3950,334.07,0,0,0,01-10-2012,1868.61,01-05-2016
642783,0,0,10,0,0,0,13,0,2732.327992,2180.34,2475,257.33,0,0,0,01-12-2013,160.63,01-02-2015
642784,0,0,2,0,23915,0.926,6,0,3186.285833,3186.29,3150,36.29,0,0,0,01-02-2011,3187.31,01-11-2014
642785,0,86,7,1,21888,0.819,18,0,7375.57714,7375.58,5975,1400.58,0,0,0,01-09-2013,1003.96,01-05-2016
642812,0,0,18,0,30517,0.741,46,0,9341.99164,9341.99,8000,1341.99,0,0,0,01-01-2014,266.65,01-05-2016
642813,0,0,4,0,5883,0.625,6,0,5457.996353,5458,4750,708,0,0,0,01-01-2014,172.53,01-01-2014
642814,0,0,10,0,9608,0.272,23,0,8240.574767,8240.57,7800,440.57,0,0,0,01-02-2012,5390.2,01-07-2014
642815,0,0,8,0,26113,0.755,39,0,4200.659794,4200.66,3850,350.66,0,0,0,01-04-2013,1152.56,01-04-2013
642816,0,0,16,0,24673,0.287,35,0,1131.35,1131.35,717.35,414,0,0,0,01-12-2011,103.03,01-05-2016
642817,20,0,17,0,23256,0.293,23,0,7320.511111,7293.09,6675,645.51,0,0,0,01-04-2013,2009.61,01-04-2013
642819,0,0,8,0,14877,0.791,28,0,8057.273347,8057.27,7050,1007.27,0,0,0,01-01-2014,239.64,01-05-2016
642820,77,0,14,0,14755,0.429,33,0,4009.791119,3471.57,3725,284.79,0,0,0,01-07-2012,2074.82,01-02-2013
642821,0,0,12,0,10226,0.616,22,0,4733.264858,4186.07,4325,408.26,0,0,0,01-12-2012,1803.27,01-04-2014
642822,0,0,11,0,13104,0.24,24,0,3485.458302,3485.46,3225,260.46,0,0,0,01-01-2013,1248.31,01-02-2013
642823,0,0,15,0,29993,0.709,52,0,7599.360744,7599.36,6525,1074.36,0,0,0,01-02-2012,5682.65,01-05-2016
642824,48,0,8,0,37957,0.095,16,0,6039.482759,6039.48,5500,539.48,0,0,0,01-01-2014,176.39,01-05-2016
642825,0,0,11,0,11218,0.539,22,0,2048.842389,2048.84,1900,148.84,0,0,0,01-11-2011,1686.47,01-06-2014
642826,0,0,17,0,26433,0.467,39,0,1454.04,1346.73,1215.37,238.67,0,0,0,01-08-2011,208.54,01-05-2016
642827,0,0,6,0,16037,0.482,13,0,3679.75821,3679.76,3625,54.76,0,0,0,01-04-2011,3460.14,01-05-2016
642828,0,0,5,0,257,0.028,11,0,3553.466331,3553.47,3425,128.47,0,0,0,01-09-2011,2824.77,01-02-2016
642829,0,0,11,0,2756,0.154,27,0,8383.480018,7833.74,7625,758.48,0,0,0,01-06-2013,1848.5,01-02-2014
642830,0,0,5,0,18734,0.32,8,0,5385.57,5001.34,4719.11,653.39,0,13.07,0,01-02-2013,215.44,01-05-2016
642831,0,0,7,0,5626,0.07,12,0,6727.809785,6727.81,6300,427.81,0,0,0,01-09-2012,1659.38,01-09-2012
642832,68,0,13,0,6683,0.365,19,0,3645.11,3142.38,3625,20.11,0,0,0,01-02-2011,3646.41,01-05-2016
642833,0,0,6,0,31061,0.687,25,0,8342.811561,8342.81,6575,1767.81,0,0,0,01-11-2013,3514.65,01-11-2013
642834,0,0,9,0,45637,0.799,28,0,8245.373889,7683.19,7700,545.37,0,0,0,01-04-2012,4924.02,01-05-2012
642835,52,0,18,0,8440,0.186,35,0,4203.37394,4198.12,3850,353.37,0,0,0,01-01-2014,134.85,01-05-2016
642836,0,0,5,0,3,0,12,0,5463.150845,5463.15,4975,488.15,0,0,0,01-01-2014,161.65,01-01-2014
642837,0,0,10,0,18970,0.514,32,0,8610.766397,8058.81,7800,810.77,0,0,0,01-05-2013,2122.3,01-05-2016
642838,43,0,5,0,6838,0.38,14,0,3617.850667,3617.85,3250,337.85,30.00000002,0,0,01-02-2014,79.51,01-05-2016
642839,3,0,10,0,7316,0.558,22,0,7244.883567,7211.34,5400,1844.88,0,0,0,01-01-2016,120.63,01-01-2016
642840,0,0,11,0,14348,0.27,14,0,7435.972324,6897.13,6900,535.97,0,0,0,01-06-2012,4034.86,01-10-2015
642841,0,0,10,0,27330,0.781,21,0,12570.23,12570.23,9050,3505.23,15,0,0,01-12-2015,417.57,01-05-2016
642842,0,0,9,0,3843,0.584,19,0,5402.331457,5402.33,4275,1127.33,0,0,0,01-06-2013,2663.43,01-09-2015
642843,0,0,15,0,7805,0.179,39,0,7126.872328,7126.87,6575,551.87,0,0,0,01-03-2013,2156.93,01-05-2016
642844,0,0,5,0,6768,0.342,6,0,1432.734627,911.75,1375,57.73,0,0,0,01-09-2011,1136.31,01-04-2012
642845,0,0,7,0,11048,0.497,18,0,4006.696782,4006.7,3775,231.7,0,0,0,01-06-2012,10.9,01-03-2013
642846,0,0,13,0,11594,0.382,17,0,13089.16002,13089.16,9575,3514.16,0,0,0,01-04-2015,2128.16,01-05-2016
642847,46,0,8,0,106053,0.359,31,0,3304.907818,3304.91,3025,279.91,0,0,0,01-05-2013,820.5,01-06-2013
642848,0,0,9,0,5050,0.565,15,0,2775.305569,2220.24,2500,275.31,0,0,0,01-01-2014,79.74,01-01-2016
642849,0,0,10,0,14305,0.475,22,0,10438.45039,10438.45,9450,988.45,0,0,0,01-01-2014,316.62,01-04-2015
642850,57,0,17,0,43,0.002,27,0,6983.339931,6983.34,6325,658.34,0,0,0,01-01-2014,220.34,01-03-2016
642851,0,0,7,0,14723,0.648,22,0,6308.440043,6308.44,5900,408.44,0,0,0,01-06-2012,3434.88,01-05-2016
642852,69,0,11,0,2484,0.08,39,0,8128.937566,8102.2,7600,528.94,0,0,0,01-10-2011,6383.72,01-07-2015
642853,14,0,16,0,52264,0.41,30,0,10656.32591,10656.33,7900.01,2756.31,0,0,0,01-02-2014,3927.72,01-04-2014
642854,0,0,10,0,195,0.024,12,0,6265.774115,6265.77,5675,590.77,0,0,0,01-01-2014,201.92,01-01-2014
642855,18,0,4,0,20392,0.408,5,0,7482.15625,7482.16,7375,107.16,0,0,0,01-02-2011,7482.44,01-02-2011
642856,0,0,6,0,5017,0.557,24,0,4257.975187,4257.98,3900,357.98,0,0,0,01-01-2014,138.19,01-05-2016
